"","siCtrl_1","siCtrl_2","sip53_1","sip53_2"
"ENSG00000004848.8",3.2082637177657,8.25832515786051,6.72354231532275,6.35034183225301
"ENSG00000004864.14",3160.13976199922,3166.03540739477,2533.09456729785,2593.05624816998
"ENSG00000004866.22",870.508888753761,896.028279627865,600.916594431971,631.859012309174
"ENSG00000004897.12",2655.37293707075,2622.01823762071,3001.22120100219,2945.50021986002
"ENSG00000004939.15",0,3.09687193419769,1.68088557883069,3.1751709161265
"ENSG00000004948.16",3.2082637177657,3.09687193419769,1.68088557883069,3.1751709161265
"ENSG00000004961.15",1890.73675100326,1830.25131311084,2258.26977515903,2105.13831739187
"ENSG00000004975.12",1055.51876314492,1074.6145611666,1145.52352197311,1170.5796777453
"ENSG00000005001.10",1.06942123925523,4.12916257893025,2.52132836824603,1.0583903053755
"ENSG00000005007.13",4487.29151991497,4361.42797399508,3711.39535805816,4321.40761684817
"ENSG00000005020.13",1193.47410300884,1175.77904435039,980.796735247706,1100.72591759052
"ENSG00000005022.6",8029.2146643283,7675.08094358661,12121.7063517375,9880.0735006803
"ENSG00000005059.16",756.080816153451,761.830495812632,883.305371675527,727.114139792969
"ENSG00000005073.6",69.5123805515903,68.1311825523492,62.1927664167355,66.6785892386566
"ENSG00000005075.15",498.350297492939,464.530790129654,650.502719007476,498.501833831861
"ENSG00000005100.13",1376.34513492149,1336.81638492867,1404.37990111304,1583.35189684175
"ENSG00000005108.16",2.13884247851047,3.09687193419769,3.36177115766138,1.0583903053755
"ENSG00000005156.12",1784.86404831699,1750.76493346643,1669.95982256829,1804.55547066523
"ENSG00000005175.10",1127.16998617502,1176.81133499512,1324.53783611858,1170.5796777453
"ENSG00000005187.12",2.13884247851047,3.09687193419769,1.68088557883069,3.1751709161265
"ENSG00000005189.20",749.66428871792,717.441998089132,458.881763020778,408.538657874943
"ENSG00000005194.15",2350.58788388301,2251.42589616172,2881.0378821158,2497.80112068618
"ENSG00000005206.17",899.383262213653,933.190742838237,1103.50138250235,982.186203388465
"ENSG00000005238.20",691.915541798137,741.184682917981,680.758659426429,737.698042846724
"ENSG00000005243.10",86.623120379674,102.196773828524,100.012691940426,49.7443443526485
"ENSG00000005249.13",818.107248030255,854.736653838563,1496.82860794873,1463.75379233432
"ENSG00000005302.19",1051.2410781879,1016.80628506158,894.231127937926,892.223027431547
"ENSG00000005339.15",1873.62601117517,1850.89712600549,1148.88529313078,1759.04468753408
"ENSG00000005436.14",1490.7732075218,1510.24121324374,1093.41606902936,958.901616670204
"ENSG00000005448.17",255.591676182001,241.55601086742,379.880140815736,257.188844206247
"ENSG00000005469.12",304.785053187742,281.81534601199,242.047523351619,197.918987105219
"ENSG00000005483.21",1928.16649437719,1990.25636304438,1453.96602568855,1954.84689402855
"ENSG00000005486.17",1928.16649437719,2073.87190526772,1742.23790245801,1593.9357998955
"ENSG00000005513.10",21.3884247851047,22.7103941841164,106.736234255749,122.773275423558
"ENSG00000005700.15",4957.83686518727,5132.54908561031,1984.28542580963,2159.11622296602
"ENSG00000005801.18",768.913871024514,780.411727417818,843.804560573005,852.004195827278
"ENSG00000005810.18",1670.43597571668,1702.247273164,758.919838842056,1224.55758331945
"ENSG00000005812.11",643.791586031651,632.794165221061,627.810763693262,605.399254674786
"ENSG00000005844.19",1.06942123925523,0,1.68088557883069,0
"ENSG00000005882.12",108.011545164779,84.6478328680702,117.661990518148,156.641765195574
"ENSG00000005884.18",3965.41395515841,3601.66205947191,7520.2820796885,8026.8320759678
"ENSG00000005889.16",1248.01458621086,1236.68419238961,1122.8315666589,1269.00997614523
"ENSG00000005893.16",2646.81756715671,2820.21804140936,4381.22826122219,4750.05569052525
"ENSG00000005961.19",3.2082637177657,4.12916257893025,6.72354231532275,9.52551274837951
"ENSG00000005981.13",3.2082637177657,2.06458128946513,0.840442789415344,2.116780610751
"ENSG00000006007.12",1591.29880401179,1669.21397253256,1226.20602975699,1253.13412156459
"ENSG00000006015.18",346.492481518696,310.719484064502,537.042942436405,426.531293066327
"ENSG00000006016.11",125.122284992862,130.068621236303,279.027006085894,230.729086571859
"ENSG00000006025.12",8.55536991404188,15.4843596709885,36.1390399448598,39.1604412988935
"ENSG00000006047.13",4.27768495702094,6.19374386839538,3.36177115766138,1.0583903053755
"ENSG00000006062.18",789.232874570363,759.765914523167,700.088843582982,804.376632085381
"ENSG00000006071.15",0,0,0.840442789415344,1.0583903053755
"ENSG00000006118.15",63.0958531160589,56.775985460291,258.856379139926,256.130453900871
"ENSG00000006125.18",26075.6980767604,25999.2721782343,15891.9327050547,18230.773010093
"ENSG00000006194.10",800.996508202171,881.576210601609,846.325888941251,847.770634605776
"ENSG00000006210.7",1.06942123925523,0,13.4470846306455,6.35034183225301
"ENSG00000006282.21",1706.79629785135,1673.34313511149,1481.70063773925,1198.09782568507
"ENSG00000006283.18",6.41652743553141,2.06458128946513,4.20221394707672,5.2919515268775
"ENSG00000006327.14",1097.22619147587,1066.35623600874,1301.84588080437,1154.70382316467
"ENSG00000006377.11",2.13884247851047,0,5.04265673649206,6.35034183225301
"ENSG00000006432.16",228.85614520062,178.586281538733,97.4913635721799,119.598104507432
"ENSG00000006451.8",1752.78141113933,1704.31185445346,1559.02137436546,1347.33085874301
"ENSG00000006453.14",1019.15844101024,978.61153120647,1275.79215433249,1222.4408027087
"ENSG00000006459.11",549.682516977191,683.376406812957,273.984349349402,325.984214055654
"ENSG00000006468.14",32.082637177657,21.6781035393838,23.5323981036296,25.401367329012
"ENSG00000006530.18",1317.52696676245,1258.36229592899,1056.43658629509,955.726445754077
"ENSG00000006534.16",805.274193159192,908.415767364656,546.287813119974,585.289838872652
"ENSG00000006576.16",4285.17090569573,4397.55814656072,4980.46397007533,5229.50649886035
"ENSG00000006607.14",2098.20447141877,2035.67715141262,1573.30890178552,2096.67119494887
"ENSG00000006611.17",0,3.09687193419769,1.68088557883069,1.0583903053755
"ENSG00000006625.18",870.508888753761,790.734633865144,1220.32293023108,938.792200868069
"ENSG00000006634.8",1389.17818979255,1364.68823233645,1342.1871346963,1221.38241240333
"ENSG00000006638.13",21.3884247851047,36.1301725656397,73.1185226791349,75.1457116816606
"ENSG00000006652.15",537.918883345383,637.955618444724,416.019180760595,401.129925737315
"ENSG00000006695.12",671.596538252288,661.698303273573,645.460062270984,767.332971397238
"ENSG00000006704.11",764.636186067493,821.703353207121,867.336958676635,898.5733692638
"ENSG00000006712.15",1538.89716328828,1525.72557291473,1653.15096677998,1549.48340706973
"ENSG00000006715.16",2514.20933348906,2601.37242472606,1933.01841565529,2001.41606746507
"ENSG00000006740.17",39.5685858524437,34.0655912761746,36.1390399448598,55.036295879526
"ENSG00000006744.19",3895.90157460682,3785.40979423431,4140.02118065998,4106.55438485694
"ENSG00000006756.16",1304.69391189139,1430.75483359933,775.728694630363,827.661218803642
"ENSG00000006831.10",4733.25840494367,4874.47642442717,4912.38810413269,5493.04568489885
"ENSG00000006837.12",31.0132159384018,18.5812316051861,40.3412538919365,33.868489772016
"ENSG00000007047.15",805.274193159192,749.443008075841,853.049431256574,990.653325831469
"ENSG00000007080.11",1728.18472263646,1692.9566573614,1827.12262418896,1489.15515966333
"ENSG00000007168.14",4244.53289860403,4172.51878600902,3900.49498567661,3744.58490041852
"ENSG00000007174.18",0,1.03229064473256,0.840442789415344,0
"ENSG00000007202.15",3229.65214255081,3257.90927477597,5208.22396600689,7030.88679860945
"ENSG00000007237.19",4.27768495702094,2.06458128946513,5.88309952590741,4.233561221502
"ENSG00000007255.10",232.064408918386,209.55500088071,245.40929450928,174.634400386958
"ENSG00000007264.15",17.1107398280838,17.5489409604536,50.4265673649206,50.802734658024
"ENSG00000007314.12",1.06942123925523,1.03229064473256,0.840442789415344,0
"ENSG00000007341.19",326.173477972847,267.363276985734,294.995419084786,360.911094133046
"ENSG00000007372.24",455.57344792273,411.883967248293,383.241911973397,491.093101694232
"ENSG00000007376.8",556.099044412722,471.756824642782,790.016222050423,804.376632085381
"ENSG00000007384.15",287.674313359658,310.719484064502,452.158220705455,455.107831311465
"ENSG00000007392.17",417.074283309542,427.368326919281,611.001907904955,492.151491999608
"ENSG00000007402.12",8.55536991404188,7.22603451312794,14.2875274200608,10.583903053755
"ENSG00000007516.14",225.647881482855,224.007069906966,204.227597827929,202.152548326721
"ENSG00000007520.4",598.875893982932,706.086800997074,912.720869305064,707.004723990835
"ENSG00000007541.17",458.781711640496,459.369336905991,507.627444806868,450.874270089963
"ENSG00000007545.16",238.480936353917,210.587291525443,261.377707508172,220.145183518104
"ENSG00000007866.22",368.950327543056,388.141282419444,422.742723075918,516.494469023244
"ENSG00000007923.16",1549.59137568084,1556.69429225671,1643.065653307,1790.79639669535
"ENSG00000007944.15",497.280876253684,472.789115287514,341.21977250263,405.363486958817
"ENSG00000007952.18",7.48594867478664,7.22603451312794,9.24487068356878,12.700683664506
"ENSG00000007968.7",275.910679727851,267.363276985734,266.420364244664,310.108359475022
"ENSG00000008018.9",7082.77686758742,6601.49867306474,6944.57876893899,5387.2066543613
"ENSG00000008056.14",8.55536991404188,13.4197783815233,13.4470846306455,24.3429770236365
"ENSG00000008083.14",545.40483202017,504.790125274224,247.090180088111,307.991578864271
"ENSG00000008086.13",516.530458560278,469.692243353316,244.568851719865,338.68489772016
"ENSG00000008118.10",32.082637177657,23.742684828849,49.5861245755053,62.4450280171545
"ENSG00000008128.23",71.6512230301007,80.51867028914,88.2464928886111,93.1383468730441
"ENSG00000008130.15",2322.78293166237,2267.94254647744,1832.16528092545,1747.40239417495
"ENSG00000008226.20",1.06942123925523,4.12916257893025,1.68088557883069,5.2919515268775
"ENSG00000008256.16",1636.21449606051,1680.56916962461,1017.77621798198,1145.17831041629
"ENSG00000008277.14",1320.73523048022,1235.65190174488,1301.84588080437,1331.45500416238
"ENSG00000008282.9",3600.74131257238,3511.85277338018,4024.04007572067,3659.91367598848
"ENSG00000008283.16",1101.50387643289,1061.19478278508,1168.21547728733,1184.33875171519
"ENSG00000008294.21",12692.9606887204,13124.5432571298,7634.58229904899,9162.48487363571
"ENSG00000008300.17",213.884247851047,215.748744749106,195.823169933775,224.378744739606
"ENSG00000008311.16",8.55536991404188,9.29061580259307,5.04265673649206,13.7590739698815
"ENSG00000008323.15",53.4710619627618,50.5822415918956,31.9368259977831,42.33561221502
"ENSG00000008324.12",192.495823065942,199.232094433385,369.794827342751,327.04260436103
"ENSG00000008382.16",39.5685858524437,41.2916257893025,69.7567515214736,52.919515268775
"ENSG00000008394.13",3212.54140272273,3414.81745277532,3386.14399855442,2767.69064855693
"ENSG00000008405.12",702.609754190689,673.053500365631,637.896077166246,681.603356661823
"ENSG00000008438.5",4.27768495702094,4.12916257893025,1.68088557883069,3.1751709161265
"ENSG00000008441.18",1645.83928721381,1656.82648479576,1603.56484220448,2021.52548326721
"ENSG00000008513.16",3.2082637177657,6.19374386839538,2.52132836824603,3.1751709161265
"ENSG00000008516.18",8.55536991404188,5.16145322366282,1.68088557883069,4.233561221502
"ENSG00000008517.18",3.2082637177657,2.06458128946513,2.52132836824603,4.233561221502
"ENSG00000008710.20",1025.57496844577,917.706383167249,1222.00381580991,1481.7464275257
"ENSG00000008735.14",190.356980587432,214.716454104373,252.973279614019,295.290895199765
"ENSG00000008838.20",1940.99954924825,1979.93345659706,1627.93768309752,1698.71644012768
"ENSG00000008853.17",280.188364684872,289.041380525118,383.241911973397,413.830609401821
"ENSG00000008869.12",1418.05256325244,1488.56310970436,865.656073097804,1167.40450682918
"ENSG00000008952.17",4543.97084559549,4323.23322013998,3781.99255236905,3589.00152552832
"ENSG00000008988.11",8861.22438846888,8027.09205344041,11019.0454120246,8300.95516506005
"ENSG00000009307.16",17563.1050122887,17374.4838414938,16776.0785195197,17047.4926486832
"ENSG00000009335.18",8618.46576715794,8681.56432220086,6505.86763286418,7314.53540045009
"ENSG00000009413.16",1851.16816515081,1848.83254471602,1167.37503449791,1610.87004478151
"ENSG00000009694.13",0,1.03229064473256,0.840442789415344,0
"ENSG00000009724.17",35.2909008954228,46.4530790129654,33.6177115766138,43.3940025203955
"ENSG00000009780.16",214.953669090302,217.813326038571,149.598816515931,130.182007561187
"ENSG00000009790.15",2.13884247851047,4.12916257893025,4.20221394707672,3.1751709161265
"ENSG00000009830.12",444.879235530178,397.431898222037,516.872315490437,650.910037805933
"ENSG00000009844.16",2167.71685197036,2142.00308782007,2101.10697353836,2006.70801899195
"ENSG00000009950.16",62.0264318768036,68.1311825523492,94.1295924145185,79.3792729031626
"ENSG00000009954.11",7359.75696855453,7379.8458191931,6502.50586170652,7833.14665008408
"ENSG00000010017.13",1795.55826070954,1734.24828315071,1382.52838858824,1406.60071584404
"ENSG00000010072.16",798.85766572366,718.474288733864,618.565893009693,626.567060782296
"ENSG00000010165.20",1462.96825530116,1477.2079126123,1682.56646440952,1751.63595539645
"ENSG00000010219.13",460.920554119006,493.434928182165,449.636892337209,370.436606881425
"ENSG00000010244.19",5238.02522987214,5108.80640078146,5823.42808785892,5503.6295879526
"ENSG00000010256.11",3690.57269666982,3535.59545820903,4905.66456181736,3918.1609105001
"ENSG00000010270.14",2166.64743073111,2061.48441753093,1802.74978329591,1610.87004478151
"ENSG00000010278.15",5883.9556583823,6287.68231706604,6128.50882041669,5905.81790399529
"ENSG00000010282.15",0,4.12916257893025,0.840442789415344,1.0583903053755
"ENSG00000010292.13",13681.1059137922,12540.2667522112,9796.20115342525,11559.7389153112
"ENSG00000010295.20",10.6942123925524,5.16145322366282,11.7661990518148,20.1094158021345
"ENSG00000010310.9",222.439617765089,262.201823762071,145.396602568855,197.918987105219
"ENSG00000010318.21",329.381741690612,307.622612130304,167.248115093653,185.218303440713
"ENSG00000010319.7",50.262798244996,46.4530790129654,50.4265673649206,44.452392825771
"ENSG00000010322.16",1961.3185527941,1943.80328403142,1975.88099791547,2210.97734792942
"ENSG00000010327.10",1.06942123925523,4.12916257893025,0,1.0583903053755
"ENSG00000010361.14",222.439617765089,200.264385078117,193.301841565529,170.400839165456
"ENSG00000010379.16",33.1520584169123,43.3562070787677,7.5639851047381,19.051025496759
"ENSG00000010404.18",158.274343409775,145.552980907291,105.895791466333,93.1383468730441
"ENSG00000010539.12",453.43460544422,460.401627550723,414.338295181765,462.516563449094
"ENSG00000010610.10",2.13884247851047,7.22603451312794,4.20221394707672,4.233561221502
"ENSG00000010626.15",134.74707614616,126.971749302105,72.2780798897196,63.5034183225301
"ENSG00000010671.16",2.13884247851047,5.16145322366282,1.68088557883069,0
"ENSG00000010704.19",1065.14355429821,1098.35724599545,912.720869305064,908.09888201218
"ENSG00000010803.16",1014.88075605322,1062.22707342981,850.528102888328,952.551274837951
"ENSG00000010810.17",2.13884247851047,9.29061580259307,0.840442789415344,3.1751709161265
"ENSG00000010818.10",5.34710619627618,8.25832515786051,10.9257562623995,9.52551274837951
"ENSG00000010932.17",3.2082637177657,0,1.68088557883069,1.0583903053755
"ENSG00000011007.12",2736.64895125415,2700.47232662039,2012.02003786033,2198.27666426492
"ENSG00000011009.11",890.827892299611,846.478328680702,1380.00706021999,1206.56494812807
"ENSG00000011021.23",874.786573710782,882.608501246342,662.268918059291,841.420292773523
"ENSG00000011028.14",118.705757557331,137.294655749431,283.229220032971,329.159384971781
"ENSG00000011105.14",1304.69391189139,1333.71951299447,953.902565986416,957.843226364828
"ENSG00000011114.15",843.77335777238,897.060570272598,601.757037221386,769.449752007989
"ENSG00000011132.12",490.864348818153,446.9818491692,477.371504387915,460.399782838343
"ENSG00000011143.19",440.601550573157,441.820395945537,280.707891664725,283.648601840634
"ENSG00000011198.10",690.846120558882,655.504559405178,420.221394707672,400.071535431939
"ENSG00000011243.19",836.287409097594,754.604461299504,884.986257254357,820.252486666013
"ENSG00000011258.16",679.082486927074,670.988919076166,804.303749470484,726.055749487594
"ENSG00000011260.14",2302.46392811652,2220.45717681974,2665.88452802547,2201.45183518104
"ENSG00000011275.19",2952.6720415837,2948.2220813562,2273.39774536851,2416.30506717227
"ENSG00000011295.16",1398.80298094585,1398.75382361262,1378.32617464116,1148.35348133242
"ENSG00000011304.22",11641.7196105325,10422.00634922,12172.9733618918,12829.8072817618
"ENSG00000011332.20",35.2909008954228,30.9687193419769,51.267010154336,41.2772219096445
"ENSG00000011347.10",29.9437946991466,38.1947538551048,47.0647962072593,45.5107831311465
"ENSG00000011376.12",1021.29728348875,983.772984430133,1086.69252671404,1107.07625942277
"ENSG00000011405.13",2782.63406454212,2815.0565881857,2268.35508863201,2789.91684496982
"ENSG00000011422.12",627.750267442823,623.503549418468,1607.76705615155,1374.84900668278
"ENSG00000011426.11",10825.7512049807,9901.73186427475,13624.4180592121,15111.6967801514
"ENSG00000011451.21",2069.33009795888,1984.06261917599,1895.1984901316,2085.02890158974
"ENSG00000011454.18",2184.82759179845,2191.55303876723,1789.30269866527,1928.38713639416
"ENSG00000011478.13",680.151908166329,646.213943602585,1004.32913335134,845.653853995025
"ENSG00000011485.15",1547.45253320232,1419.39963650727,1636.34211099167,1585.4686774525
"ENSG00000011523.14",311.201580623273,322.07468115656,426.944937022995,436.056805814706
"ENSG00000011566.15",950.715481697904,950.739683798691,738.749211896087,753.573897427357
"ENSG00000011590.14",12.8330548710628,18.5812316051861,10.9257562623995,14.817464275257
"ENSG00000011638.11",196.773508022963,198.199803788652,179.854756934884,147.116252447195
"ENSG00000012048.23",1545.31369072381,1606.24424320387,1083.33075555638,1352.62281026989
"ENSG00000012061.16",4272.33785082466,3941.28568158893,6111.69996462838,5086.62380763466
"ENSG00000012124.17",543.265989541659,505.822415918956,126.066418412302,150.291423363321
"ENSG00000012171.20",80.2065929441426,85.6801235128028,314.325603241339,201.094158021345
"ENSG00000012174.12",1952.76318288006,1967.54596886027,2304.49412857687,2321.04993968847
"ENSG00000012211.13",429.907338180604,423.239164340351,439.551578864225,468.866905281347
"ENSG00000012232.9",1631.93681110349,1727.02224863758,1187.54566144388,1408.71749645479
"ENSG00000012660.14",8259.14023076818,7825.79537771756,8525.45165582925,8199.34969574401
"ENSG00000012822.16",540.057725823894,583.244214273898,547.128255909389,612.807986812415
"ENSG00000012963.15",958.201430372691,1016.80628506158,843.804560573005,840.361902468148
"ENSG00000012983.11",1203.09889416214,1196.42485724504,1353.95333374812,1370.61544546127
"ENSG00000013016.16",1.06942123925523,0,0,2.116780610751
"ENSG00000013275.8",4035.99575694926,4204.51979599573,3731.56598500413,3350.86370681884
"ENSG00000013288.9",617.056055050271,634.858746510527,496.701688544468,573.647545513521
"ENSG00000013297.12",456.642869161985,345.817365985409,619.406335799109,502.735395053363
"ENSG00000013306.16",3986.80237994352,3933.02735643107,6466.36682176166,5793.62853162549
"ENSG00000013364.19",3323.76121160527,3221.77910221033,3262.59890851037,2905.28138825575
"ENSG00000013374.17",1752.78141113933,1675.40771640095,1673.32159372595,1580.17672592562
"ENSG00000013375.16",1057.65760562343,1171.64988177146,1274.95171154308,1313.462368971
"ENSG00000013392.8",99.4561752507368,99.0999018943261,123.545090044056,119.598104507432
"ENSG00000013441.16",1581.67401285849,1819.92840666351,1802.74978329591,1567.47604226112
"ENSG00000013503.10",267.355309813809,274.589311498862,279.027006085894,336.568117109409
"ENSG00000013523.11",528.294092192086,540.920297839863,553.011355435296,665.72750208119
"ENSG00000013561.18",3300.23394434165,3327.07274797305,2630.58593087003,2419.48023808839
"ENSG00000013563.14",494.072612535919,561.566110734515,388.284568709889,409.597048180319
"ENSG00000013573.17",587.112260351124,517.177613011014,685.801316162921,667.844282691941
"ENSG00000013583.10",1005.25596489992,1076.67914245606,1096.77784018702,959.960006975579
"ENSG00000013588.9",13985.89096698,14408.7128191771,16961.8163759805,18733.5084051464
"ENSG00000013725.14",0,0,0,2.116780610751
"ENSG00000013810.20",2793.32827693467,2383.55909868749,3298.73794845523,2917.98207192026
"ENSG00000014123.10",1846.89048019379,1829.2190224661,1132.91688013188,1060.50708598625
"ENSG00000014138.9",262.008203617533,219.877907328036,321.049145556661,231.787476877235
"ENSG00000014164.7",620.264318768036,597.696283300154,631.172534850923,770.508142313365
"ENSG00000014216.16",4906.50464570302,4711.37450255942,6128.50882041669,6321.76529400787
"ENSG00000014641.21",6033.67463187804,6184.45325259279,6505.02719007476,5340.63748092478
"ENSG00000014824.14",1608.40954383987,1532.95160742786,1633.82078262343,1530.43238157297
"ENSG00000014914.21",271.63299477083,275.621602143594,281.54833445414,283.648601840634
"ENSG00000014919.13",1323.94349419798,1380.17259200744,1268.22816922775,1172.69645835606
"ENSG00000015133.19",358.256115150504,312.784065353967,338.698444134384,454.04944100609
"ENSG00000015153.15",223.509039004344,263.234114406804,358.028628290937,298.466066115891
"ENSG00000015171.20",2545.22254942746,2395.94658642428,1933.01841565529,2080.79534036823
"ENSG00000015285.11",50.262798244996,49.549950947163,66.3949803638122,34.9268800773915
"ENSG00000015413.9",0,0,5.04265673649206,3.1751709161265
"ENSG00000015475.19",944.298954262372,916.674092522516,1680.88557883069,1466.92896325044
"ENSG00000015479.20",238.480936353917,268.395567630467,195.823169933775,223.320354434231
"ENSG00000015520.15",14.9718973495733,17.5489409604536,15.9684129988915,14.817464275257
"ENSG00000015532.10",757.150237392706,741.184682917981,911.880426515648,1031.93054774111
"ENSG00000015676.18",4219.93621010116,4125.03341635132,3493.72067559959,3500.09673987678
"ENSG00000016391.11",378.575118696353,375.753794682653,505.946559228037,587.406619483403
"ENSG00000016864.19",714.373387822497,789.702343220411,675.716002689937,587.406619483403
"ENSG00000017260.20",2993.3100486754,3255.84469348651,3138.21337567689,3345.57175529196
"ENSG00000017483.15",5.34710619627618,9.29061580259307,4.20221394707672,3.1751709161265
"ENSG00000017797.13",3267.08188592474,3190.81038286835,2770.93987670239,2895.75587550737
"ENSG00000018189.13",646.999849749417,695.763894549748,483.254603913823,566.238813375893
"ENSG00000018280.17",10.6942123925524,7.22603451312794,11.7661990518148,12.700683664506
"ENSG00000018408.15",10114.586080876,9560.04366086827,11678.7930017156,11318.4259256856
"ENSG00000018510.18",2284.28376704918,2325.75082258247,1564.06403110196,1530.43238157297
"ENSG00000018610.15",632.027952399844,659.633721984108,469.807519283177,366.203045659923
"ENSG00000018699.13",1055.51876314492,1102.48640857438,1150.56617870961,1023.46342529811
"ENSG00000018869.17",11.7636336318076,14.4520690262559,6.72354231532275,9.52551274837951
"ENSG00000019102.12",2.13884247851047,3.09687193419769,1.68088557883069,0
"ENSG00000019144.19",632.027952399844,613.180642971143,609.321022326124,724.997359182218
"ENSG00000019485.13",212.814826611792,206.458128946513,285.750548401217,310.108359475022
"ENSG00000019549.13",1.06942123925523,1.03229064473256,0,2.116780610751
"ENSG00000019582.16",9.62479115329712,9.29061580259307,7.5639851047381,11.6422933591305
"ENSG00000019991.18",2.13884247851047,13.4197783815233,5.04265673649206,10.583903053755
"ENSG00000019995.6",518.669301038789,520.274484945212,481.573718334992,526.019981771624
"ENSG00000020129.16",1311.11043932692,1371.91426684958,1324.53783611858,1378.0241775989
"ENSG00000020181.18",14.9718973495733,8.25832515786051,12.6066418412302,21.16780610751
"ENSG00000020256.20",367.880906303801,357.172563077467,371.475712921582,383.137290545931
"ENSG00000020426.11",854.467570164933,747.378426786376,804.303749470484,608.574425590913
